fraksiya,t,vx,vy,vz,x,y,z
PM2.5,102.750000,5.000000,0.000000,-0.000282,513.7506,0.0000,19.9710
PM2.5,102.825000,5.000000,0.000000,-0.000282,514.1256,0.0000,19.9710
PM2.5,102.900000,5.000000,0.000000,-0.000282,514.5006,0.0000,19.9710
PM2.5,102.975000,5.000000,0.000000,-0.000282,514.8756,0.0000,19.9710
PM2.5,103.050000,5.000000,0.000000,-0.000282,515.2506,0.0000,19.9710
PM2.5,103.125000,5.000000,0.000000,-0.000282,515.6256,0.0000,19.9709
PM2.5,103.200000,5.000000,0.000000,-0.000282,516.0006,0.0000,19.9709
PM2.5,103.275000,5.000000,0.000000,-0.000282,516.3756,0.0000,19.9709
PM2.5,103.350000,5.000000,0.000000,-0.000282,516.7506,0.0000,19.9709
PM2.5,103.425000,5.000000,0.000000,-0.000282,517.1256,0.0000,19.9709
PM2.5,103.500000,5.000000,0.000000,-0.000282,517.5006,0.0000,19.9708
PM2.5,103.575000,5.000000,0.000000,-0.000282,517.8756,0.0000,19.9708
PM2.5,103.650000,5.000000,0.000000,-0.000282,518.2506,0.0000,19.9708
PM2.5,103.725000,5.000000,0.000000,-0.000282,518.6256,0.0000,19.9708
PM2.5,103.800000,5.000000,0.000000,-0.000282,519.0006,0.0000,19.9708
PM2.5,103.875000,5.000000,0.000000,-0.000282,519.3756,0.0000,19.9707
PM2.5,103.950000,5.000000,0.000000,-0.000282,519.7506,0.0000,19.9707
PM2.5,104.025000,5.000000,0.000000,-0.000282,520.1256,0.0000,19.9707
PM2.5,104.100000,5.000000,0.000000,-0.000282,520.5006,0.0000,19.9707
PM2.5,104.175000,5.000000,0.000000,-0.000282,520.8756,0.0000,19.9706
PM2.5,104.250000,5.000000,0.000000,-0.000282,521.2506,0.0000,19.9706
PM2.5,104.325000,5.000000,0.000000,-0.000282,521.6256,0.0000,19.9706
PM2.5,104.400000,5.000000,0.000000,-0.000282,522.0006,0.0000,19.9706
PM2.5,104.475000,5.000000,0.000000,-0.000282,522.3756,0.0000,19.9706
PM2.5,104.550000,5.000000,0.000000,-0.000282,522.7506,0.0000,19.9705
PM2.5,104.625000,5.000000,0.000000,-0.000282,523.1256,0.0000,19.9705
PM2.5,104.700000,5.000000,0.000000,-0.000282,523.5006,0.0000,19.9705
PM2.5,104.775000,5.000000,0.000000,-0.000282,523.8756,0.0000,19.9705
PM2.5,104.850000,5.000000,0.000000,-0.000282,524.2506,0.0000,19.9705
PM2.5,104.925000,5.000000,0.000000,-0.000282,524.6256,0.0000,19.9704
PM2.5,105.000000,5.000000,0.000000,-0.000282,525.0006,0.0000,19.9704
PM2.5,105.075000,5.000000,0.000000,-0.000282,525.3756,0.0000,19.9704
PM2.5,105.150000,5.000000,0.000000,-0.000282,525.7506,0.0000,19.9704
PM2.5,105.225000,5.000000,0.000000,-0.000282,526.1256,0.0000,19.9704
PM2.5,105.300000,5.000000,0.000000,-0.000282,526.5006,0.0000,19.9703
PM2.5,105.375000,5.000000,0.000000,-0.000282,526.8756,0.0000,19.9703
PM2.5,105.450000,5.000000,0.000000,-0.000282,527.2506,0.0000,19.9703
PM2.5,105.525000,5.000000,0.000000,-0.000282,527.6256,0.0000,19.9703
PM2.5,105.600000,5.000000,0.000000,-0.000282,528.0006,0.0000,19.9702
PM2.5,105.675000,5.000000,0.000000,-0.000282,528.3756,0.0000,19.9702
PM2.5,105.750000,5.000000,0.000000,-0.000282,528.7506,0.0000,19.9702
PM2.5,105.825000,5.000000,0.000000,-0.000282,529.1256,0.0000,19.9702
PM2.5,105.900000,5.000000,0.000000,-0.000282,529.5006,0.0000,19.9702
PM2.5,105.975000,5.000000,0.000000,-0.000282,529.8756,0.0000,19.9701
PM2.5,106.050000,5.000000,0.000000,-0.000282,530.2506,0.0000,19.9701
PM2.5,106.125000,5.000000,0.000000,-0.000282,530.6256,0.0000,19.9701
PM2.5,106.200000,5.000000,0.000000,-0.000282,531.0006,0.0000,19.9701
PM2.5,106.275000,5.000000,0.000000,-0.000282,531.3756,0.0000,19.9701
PM2.5,106.350000,5.000000,0.000000,-0.000282,531.7506,0.0000,19.9700
PM2.5,106.425000,5.000000,0.000000,-0.000282,532.1256,0.0000,19.9700
PM2.5,106.500000,5.000000,0.000000,-0.000282,532.5006,0.0000,19.9700
PM2.5,106.575000,5.000000,0.000000,-0.000282,532.8756,0.0000,19.9700
PM2.5,106.650000,5.000000,0.000000,-0.000282,533.2506,0.0000,19.9699
PM2.5,106.725000,5.000000,0.000000,-0.000282,533.6256,0.0000,19.9699
PM2.5,106.800000,5.000000,0.000000,-0.000282,534.0006,0.0000,19.9699
PM2.5,106.875000,5.000000,0.000000,-0.000282,534.3756,0.0000,19.9699
PM2.5,106.950000,5.000000,0.000000,-0.000282,534.7506,0.0000,19.9699
PM2.5,107.025000,5.000000,0.000000,-0.000282,535.1256,0.0000,19.9698
PM2.5,107.100000,5.000000,0.000000,-0.000282,535.5006,0.0000,19.9698
PM2.5,107.175000,5.000000,0.000000,-0.000282,535.8756,0.0000,19.9698
PM2.5,107.250000,5.000000,0.000000,-0.000282,536.2506,0.0000,19.9698
PM2.5,107.325000,5.000000,0.000000,-0.000282,536.6256,0.0000,19.9698
PM2.5,107.400000,5.000000,0.000000,-0.000282,537.0006,0.0000,19.9697
PM2.5,107.475000,5.000000,0.000000,-0.000282,537.3756,0.0000,19.9697
PM2.5,107.550000,5.000000,0.000000,-0.000282,537.7506,0.0000,19.9697
PM2.5,107.625000,5.000000,0.000000,-0.000282,538.1256,0.0000,19.9697
PM2.5,107.700000,5.000000,0.000000,-0.000282,538.5006,0.0000,19.9697
PM2.5,107.775000,5.000000,0.000000,-0.000282,538.8756,0.0000,19.9696
PM2.5,107.850000,5.000000,0.000000,-0.000282,539.2506,0.0000,19.9696
PM2.5,107.925000,5.000000,0.000000,-0.000282,539.6256,0.0000,19.9696
PM2.5,108.000000,5.000000,0.000000,-0.000282,540.0006,0.0000,19.9696
PM2.5,108.075000,5.000000,0.000000,-0.000282,540.3756,0.0000,19.9695
PM2.5,108.150000,5.000000,0.000000,-0.000282,540.7506,0.0000,19.9695
PM2.5,108.225000,5.000000,0.000000,-0.000282,541.1256,0.0000,19.9695
PM2.5,108.300000,5.000000,0.000000,-0.000282,541.5006,0.0000,19.9695
PM2.5,108.375000,5.000000,0.000000,-0.000282,541.8756,0.0000,19.9695
PM2.5,108.450000,5.000000,0.000000,-0.000282,542.2506,0.0000,19.9694
PM2.5,108.525000,5.000000,0.000000,-0.000282,542.6256,0.0000,19.9694
PM2.5,108.600000,5.000000,0.000000,-0.000282,543.0006,0.0000,19.9694
PM2.5,108.675000,5.000000,0.000000,-0.000282,543.3756,0.0000,19.9694
PM2.5,108.750000,5.000000,0.000000,-0.000282,543.7506,0.0000,19.9694
PM2.5,108.825000,5.000000,0.000000,-0.000282,544.1256,0.0000,19.9693
PM2.5,108.900000,5.000000,0.000000,-0.000282,544.5006,0.0000,19.9693
PM2.5,108.975000,5.000000,0.000000,-0.000282,544.8756,0.0000,19.9693
PM2.5,109.050000,5.000000,0.000000,-0.000282,545.2506,0.0000,19.9693
PM2.5,109.125000,5.000000,0.000000,-0.000282,545.6256,0.0000,19.9693
PM2.5,109.200000,5.000000,0.000000,-0.000282,546.0006,0.0000,19.9692
PM2.5,109.275000,5.000000,0.000000,-0.000282,546.3756,0.0000,19.9692
PM2.5,109.350000,5.000000,0.000000,-0.000282,546.7506,0.0000,19.9692
PM2.5,109.425000,5.000000,0.000000,-0.000282,547.1256,0.0000,19.9692
PM2.5,109.500000,5.000000,0.000000,-0.000282,547.5006,0.0000,19.9691
PM2.5,109.575000,5.000000,0.000000,-0.000282,547.8756,0.0000,19.9691
PM2.5,109.650000,5.000000,0.000000,-0.000282,548.2506,0.0000,19.9691
PM2.5,109.725000,5.000000,0.000000,-0.000282,548.6256,0.0000,19.9691
PM2.5,109.800000,5.000000,0.000000,-0.000282,549.0006,0.0000,19.9691
PM2.5,109.875000,5.000000,0.000000,-0.000282,549.3756,0.0000,19.9690
PM2.5,109.950000,5.000000,0.000000,-0.000282,549.7506,0.0000,19.9690
PM2.5,110.025000,5.000000,0.000000,-0.000282,550.1256,0.0000,19.9690
PM2.5,110.100000,5.000000,0.000000,-0.000282,550.5006,0.0000,19.9690
PM2.5,110.175000,5.000000,0.000000,-0.000282,550.8756,0.0000,19.9690
PM2.5,110.250000,5.000000,0.000000,-0.000282,551.2506,0.0000,19.9689
PM2.5,110.325000,5.000000,0.000000,-0.000282,551.6256,0.0000,19.9689
PM2.5,110.400000,5.000000,0.000000,-0.000282,552.0006,0.0000,19.9689
PM2.5,110.475000,5.000000,0.000000,-0.000282,552.3756,0.0000,19.9689
PM2.5,110.550000,5.000000,0.000000,-0.000282,552.7506,0.0000,19.9689
PM2.5,110.625000,5.000000,0.000000,-0.000282,553.1256,0.0000,19.9688
PM2.5,110.700000,5.000000,0.000000,-0.000282,553.5006,0.0000,19.9688
PM2.5,110.775000,5.000000,0.000000,-0.000282,553.8756,0.0000,19.9688
PM2.5,110.850000,5.000000,0.000000,-0.000282,554.2506,0.0000,19.9688
PM2.5,110.925000,5.000000,0.000000,-0.000282,554.6256,0.0000,19.9687
PM2.5,111.000000,5.000000,0.000000,-0.000282,555.0006,0.0000,19.9687
PM2.5,111.075000,5.000000,0.000000,-0.000282,555.3756,0.0000,19.9687
PM2.5,111.150000,5.000000,0.000000,-0.000282,555.7506,0.0000,19.9687
PM2.5,111.225000,5.000000,0.000000,-0.000282,556.1256,0.0000,19.9687
PM2.5,111.300000,5.000000,0.000000,-0.000282,556.5006,0.0000,19.9686
PM2.5,111.375000,5.000000,0.000000,-0.000282,556.8756,0.0000,19.9686
PM2.5,111.450000,5.000000,0.000000,-0.000282,557.2506,0.0000,19.9686
PM2.5,111.525000,5.000000,0.000000,-0.000282,557.6256,0.0000,19.9686
PM2.5,111.600000,5.000000,0.000000,-0.000282,558.0006,0.0000,19.9686
PM2.5,111.675000,5.000000,0.000000,-0.000282,558.3756,0.0000,19.9685
PM2.5,111.750000,5.000000,0.000000,-0.000282,558.7506,0.0000,19.9685
PM2.5,111.825000,5.000000,0.000000,-0.000282,559.1256,0.0000,19.9685
PM2.5,111.900000,5.000000,0.000000,-0.000282,559.5006,0.0000,19.9685
PM2.5,111.975000,5.000000,0.000000,-0.000282,559.8756,0.0000,19.9684
PM2.5,112.050000,5.000000,0.000000,-0.000282,560.2506,0.0000,19.9684
PM2.5,112.125000,5.000000,0.000000,-0.000282,560.6256,0.0000,19.9684
PM2.5,112.200000,5.000000,0.000000,-0.000282,561.0006,0.0000,19.9684
PM2.5,112.275000,5.000000,0.000000,-0.000282,561.3756,0.0000,19.9684
PM2.5,112.350000,5.000000,0.000000,-0.000282,561.7506,0.0000,19.9683
PM2.5,112.425000,5.000000,0.000000,-0.000282,562.1256,0.0000,19.9683
PM2.5,112.500000,5.000000,0.000000,-0.000282,562.5006,0.0000,19.9683
PM2.5,112.575000,5.000000,0.000000,-0.000282,562.8756,0.0000,19.9683
PM2.5,112.650000,5.000000,0.000000,-0.000282,563.2506,0.0000,19.9683
PM2.5,112.725000,5.000000,0.000000,-0.000282,563.6256,0.0000,19.9682
PM2.5,112.800000,5.000000,0.000000,-0.000282,564.0006,0.0000,19.9682
PM2.5,112.875000,5.000000,0.000000,-0.000282,564.3756,0.0000,19.9682
PM2.5,112.950000,5.000000,0.000000,-0.000282,564.7506,0.0000,19.9682
PM2.5,113.025000,5.000000,0.000000,-0.000282,565.1256,0.0000,19.9682
PM2.5,113.100000,5.000000,0.000000,-0.000282,565.5006,0.0000,19.9681
PM2.5,113.175000,5.000000,0.000000,-0.000282,565.8756,0.0000,19.9681
PM2.5,113.250000,5.000000,0.000000,-0.000282,566.2506,0.0000,19.9681
PM2.5,113.325000,5.000000,0.000000,-0.000282,566.6256,0.0000,19.9681
PM2.5,113.400000,5.000000,0.000000,-0.000282,567.0006,0.0000,19.9680
PM2.5,113.475000,5.000000,0.000000,-0.000282,567.3756,0.0000,19.9680
PM2.5,113.550000,5.000000,0.000000,-0.000282,567.7506,0.0000,19.9680
PM2.5,113.625000,5.000000,0.000000,-0.000282,568.1256,0.0000,19.9680
PM2.5,113.700000,5.000000,0.000000,-0.000282,568.5006,0.0000,19.9680
PM2.5,113.775000,5.000000,0.000000,-0.000282,568.8756,0.0000,19.9679
PM2.5,113.850000,5.000000,0.000000,-0.000282,569.2506,0.0000,19.9679
PM2.5,113.925000,5.000000,0.000000,-0.000282,569.6256,0.0000,19.9679
PM2.5,114.000000,5.000000,0.000000,-0.000282,570.0006,0.0000,19.9679
PM2.5,114.075000,5.000000,0.000000,-0.000282,570.3756,0.0000,19.9679
PM2.5,114.150000,5.000000,0.000000,-0.000282,570.7506,0.0000,19.9678
PM2.5,114.225000,5.000000,0.000000,-0.000282,571.1256,0.0000,19.9678
PM2.5,114.300000,5.000000,0.000000,-0.000282,571.5006,0.0000,19.9678
PM2.5,114.375000,5.000000,0.000000,-0.000282,571.8756,0.0000,19.9678
PM2.5,114.450000,5.000000,0.000000,-0.000282,572.2506,0.0000,19.9678
PM2.5,114.525000,5.000000,0.000000,-0.000282,572.6256,0.0000,19.9677
PM2.5,114.600000,5.000000,0.000000,-0.000282,573.0006,0.0000,19.9677
PM2.5,114.675000,5.000000,0.000000,-0.000282,573.3756,0.0000,19.9677
PM2.5,114.750000,5.000000,0.000000,-0.000282,573.7506,0.0000,19.9677
PM2.5,114.825000,5.000000,0.000000,-0.000282,574.1256,0.0000,19.9676
PM2.5,114.900000,5.000000,0.000000,-0.000282,574.5006,0.0000,19.9676
PM2.5,114.975000,5.000000,0.000000,-0.000282,574.8756,0.0000,19.9676
PM2.5,115.050000,5.000000,0.000000,-0.000282,575.2506,0.0000,19.9676
PM2.5,115.125000,5.000000,0.000000,-0.000282,575.6256,0.0000,19.9676
PM2.5,115.200000,5.000000,0.000000,-0.000282,576.0006,0.0000,19.9675
PM2.5,115.275000,5.000000,0.000000,-0.000282,576.3756,0.0000,19.9675
PM2.5,115.350000,5.000000,0.000000,-0.000282,576.7506,0.0000,19.9675
PM2.5,115.425000,5.000000,0.000000,-0.000282,577.1256,0.0000,19.9675
PM2.5,115.500000,5.000000,0.000000,-0.000282,577.5006,0.0000,19.9675
PM2.5,115.575000,5.000000,0.000000,-0.000282,577.8756,0.0000,19.9674
PM2.5,115.650000,5.000000,0.000000,-0.000282,578.2506,0.0000,19.9674
PM2.5,115.725000,5.000000,0.000000,-0.000282,578.6256,0.0000,19.9674
PM2.5,115.800000,5.000000,0.000000,-0.000282,579.0006,0.0000,19.9674
PM2.5,115.875000,5.000000,0.000000,-0.000282,579.3756,0.0000,19.9674
PM2.5,115.950000,5.000000,0.000000,-0.000282,579.7506,0.0000,19.9673
PM2.5,116.025000,5.000000,0.000000,-0.000282,580.1256,0.0000,19.9673
PM2.5,116.100000,5.000000,0.000000,-0.000282,580.5006,0.0000,19.9673
PM2.5,116.175000,5.000000,0.000000,-0.000282,580.8756,0.0000,19.9673
PM2.5,116.250000,5.000000,0.000000,-0.000282,581.2506,0.0000,19.9672
PM2.5,116.325000,5.000000,0.000000,-0.000282,581.6256,0.0000,19.9672
PM2.5,116.400000,5.000000,0.000000,-0.000282,582.0006,0.0000,19.9672
PM2.5,116.475000,5.000000,0.000000,-0.000282,582.3756,0.0000,19.9672
PM2.5,116.550000,5.000000,0.000000,-0.000282,582.7506,0.0000,19.9672
PM2.5,116.625000,5.000000,0.000000,-0.000282,583.1256,0.0000,19.9671
PM2.5,116.700000,5.000000,0.000000,-0.000282,583.5006,0.0000,19.9671
PM2.5,116.775000,5.000000,0.000000,-0.000282,583.8756,0.0000,19.9671
PM2.5,116.850000,5.000000,0.000000,-0.000282,584.2506,0.0000,19.9671
PM2.5,116.925000,5.000000,0.000000,-0.000282,584.6256,0.0000,19.9671
PM2.5,117.000000,5.000000,0.000000,-0.000282,585.0006,0.0000,19.9670
PM2.5,117.075000,5.000000,0.000000,-0.000282,585.3756,0.0000,19.9670
PM2.5,117.150000,5.000000,0.000000,-0.000282,585.7506,0.0000,19.9670
PM2.5,117.225000,5.000000,0.000000,-0.000282,586.1256,0.0000,19.9670
PM2.5,117.300000,5.000000,0.000000,-0.000282,586.5006,0.0000,19.9669
PM2.5,117.375000,5.000000,0.000000,-0.000282,586.8756,0.0000,19.9669
PM2.5,117.450000,5.000000,0.000000,-0.000282,587.2506,0.0000,19.9669
PM2.5,117.525000,5.000000,0.000000,-0.000282,587.6256,0.0000,19.9669
PM2.5,117.600000,5.000000,0.000000,-0.000282,588.0006,0.0000,19.9669
PM2.5,117.675000,5.000000,0.000000,-0.000282,588.3756,0.0000,19.9668
PM2.5,117.750000,5.000000,0.000000,-0.000282,588.7506,0.0000,19.9668
PM2.5,117.825000,5.000000,0.000000,-0.000282,589.1256,0.0000,19.9668
PM2.5,117.900000,5.000000,0.000000,-0.000282,589.5006,0.0000,19.9668
PM2.5,117.975000,5.000000,0.000000,-0.000282,589.8756,0.0000,19.9668
PM2.5,118.050000,5.000000,0.000000,-0.000282,590.2506,0.0000,19.9667
PM2.5,118.125000,5.000000,0.000000,-0.000282,590.6256,0.0000,19.9667
PM2.5,118.200000,5.000000,0.000000,-0.000282,591.0006,0.0000,19.9667
PM2.5,118.275000,5.000000,0.000000,-0.000282,591.3756,0.0000,19.9667
PM2.5,118.350000,5.000000,0.000000,-0.000282,591.7506,0.0000,19.9667
PM2.5,118.425000,5.000000,0.000000,-0.000282,592.1256,0.0000,19.9666
PM2.5,118.500000,5.000000,0.000000,-0.000282,592.5006,0.0000,19.9666
PM2.5,118.575000,5.000000,0.000000,-0.000282,592.8756,0.0000,19.9666
PM2.5,118.650000,5.000000,0.000000,-0.000282,593.2506,0.0000,19.9666
PM2.5,118.725000,5.000000,0.000000,-0.000282,593.6256,0.0000,19.9665
PM2.5,118.800000,5.000000,0.000000,-0.000282,594.0006,0.0000,19.9665
PM2.5,118.875000,5.000000,0.000000,-0.000282,594.3756,0.0000,19.9665
PM2.5,118.950000,5.000000,0.000000,-0.000282,594.7506,0.0000,19.9665
PM2.5,119.025000,5.000000,0.000000,-0.000282,595.1256,0.0000,19.9665
PM2.5,119.100000,5.000000,0.000000,-0.000282,595.5006,0.0000,19.9664
PM2.5,119.175000,5.000000,0.000000,-0.000282,595.8756,0.0000,19.9664
PM2.5,119.250000,5.000000,0.000000,-0.000282,596.2506,0.0000,19.9664
PM2.5,119.325000,5.000000,0.000000,-0.000282,596.6256,0.0000,19.9664
PM2.5,119.400000,5.000000,0.000000,-0.000282,597.0006,0.0000,19.9664
PM2.5,119.475000,5.000000,0.000000,-0.000282,597.3756,0.0000,19.9663
PM2.5,119.550000,5.000000,0.000000,-0.000282,597.7506,0.0000,19.9663
PM2.5,119.625000,5.000000,0.000000,-0.000282,598.1256,0.0000,19.9663
PM2.5,119.700000,5.000000,0.000000,-0.000282,598.5006,0.0000,19.9663
PM2.5,119.775000,5.000000,0.000000,-0.000282,598.8756,0.0000,19.9663
PM2.5,119.850000,5.000000,0.000000,-0.000282,599.2506,0.0000,19.9662
PM2.5,119.925000,5.000000,0.000000,-0.000282,599.6256,0.0000,19.9662
PM2.5,120.000000,5.000000,0.000000,-0.000282,600.0006,0.0000,19.9662
PM2.5,120.075000,5.000000,0.000000,-0.000282,600.3756,0.0000,19.9662
PM2.5,120.150000,5.000000,0.000000,-0.000282,600.7506,0.0000,19.9661
PM2.5,120.225000,5.000000,0.000000,-0.000282,601.1256,0.0000,19.9661
PM2.5,120.300000,5.000000,0.000000,-0.000282,601.5006,0.0000,19.9661
PM2.5,120.375000,5.000000,0.000000,-0.000282,601.8756,0.0000,19.9661
PM2.5,120.450000,5.000000,0.000000,-0.000282,602.2506,0.0000,19.9661
PM2.5,120.525000,5.000000,0.000000,-0.000282,602.6256,0.0000,19.9660
PM2.5,120.600000,5.000000,0.000000,-0.000282,603.0006,0.0000,19.9660
PM2.5,120.675000,5.000000,0.000000,-0.000282,603.3756,0.0000,19.9660
PM2.5,120.750000,5.000000,0.000000,-0.000282,603.7506,0.0000,19.9660
PM2.5,120.825000,5.000000,0.000000,-0.000282,604.1256,0.0000,19.9660
PM2.5,120.900000,5.000000,0.000000,-0.000282,604.5006,0.0000,19.9659
PM2.5,120.975000,5.000000,0.000000,-0.000282,604.8756,0.0000,19.9659
PM2.5,121.050000,5.000000,0.000000,-0.000282,605.2506,0.0000,19.9659
PM2.5,121.125000,5.000000,0.000000,-0.000282,605.6256,0.0000,19.9659
PM2.5,121.200000,5.000000,0.000000,-0.000282,606.0006,0.0000,19.9658
PM2.5,121.275000,5.000000,0.000000,-0.000282,606.3756,0.0000,19.9658
PM2.5,121.350000,5.000000,0.000000,-0.000282,606.7506,0.0000,19.9658
PM2.5,121.425000,5.000000,0.000000,-0.000282,607.1256,0.0000,19.9658
PM2.5,121.500000,5.000000,0.000000,-0.000282,607.5006,0.0000,19.9658
PM2.5,121.575000,5.000000,0.000000,-0.000282,607.8756,0.0000,19.9657
PM2.5,121.650000,5.000000,0.000000,-0.000282,608.2506,0.0000,19.9657
PM2.5,121.725000,5.000000,0.000000,-0.000282,608.6256,0.0000,19.9657
PM2.5,121.800000,5.000000,0.000000,-0.000282,609.0006,0.0000,19.9657
PM2.5,121.875000,5.000000,0.000000,-0.000282,609.3756,0.0000,19.9657
PM2.5,121.950000,5.000000,0.000000,-0.000282,609.7506,0.0000,19.9656
PM2.5,122.025000,5.000000,0.000000,-0.000282,610.1256,0.0000,19.9656
PM2.5,122.100000,5.000000,0.000000,-0.000282,610.5006,0.0000,19.9656
PM2.5,122.175000,5.000000,0.000000,-0.000282,610.8756,0.0000,19.9656
PM2.5,122.250000,5.000000,0.000000,-0.000282,611.2506,0.0000,19.9656
PM2.5,122.325000,5.000000,0.000000,-0.000282,611.6256,0.0000,19.9655
PM2.5,122.400000,5.000000,0.000000,-0.000282,612.0006,0.0000,19.9655
PM2.5,122.475000,5.000000,0.000000,-0.000282,612.3756,0.0000,19.9655
PM2.5,122.550000,5.000000,0.000000,-0.000282,612.7506,0.0000,19.9655
PM2.5,122.625000,5.000000,0.000000,-0.000282,613.1256,0.0000,19.9654
PM2.5,122.700000,5.000000,0.000000,-0.000282,613.5006,0.0000,19.9654
PM2.5,122.775000,5.000000,0.000000,-0.000282,613.8756,0.0000,19.9654
PM2.5,122.850000,5.000000,0.000000,-0.000282,614.2506,0.0000,19.9654
PM2.5,122.925000,5.000000,0.000000,-0.000282,614.6256,0.0000,19.9654
PM2.5,123.000000,5.000000,0.000000,-0.000282,615.0006,0.0000,19.9653
PM2.5,123.075000,5.000000,0.000000,-0.000282,615.3756,0.0000,19.9653
PM2.5,123.150000,5.000000,0.000000,-0.000282,615.7506,0.0000,19.9653
PM2.5,123.225000,5.000000,0.000000,-0.000282,616.1256,0.0000,19.9653
PM2.5,123.300000,5.000000,0.000000,-0.000282,616.5006,0.0000,19.9653
PM2.5,123.375000,5.000000,0.000000,-0.000282,616.8756,0.0000,19.9652
PM2.5,123.450000,5.000000,0.000000,-0.000282,617.2506,0.0000,19.9652
PM2.5,123.525000,5.000000,0.000000,-0.000282,617.6256,0.0000,19.9652
PM2.5,123.600000,5.000000,0.000000,-0.000282,618.0006,0.0000,19.9652
PM2.5,123.675000,5.000000,0.000000,-0.000282,618.3756,0.0000,19.9652
PM2.5,123.750000,5.000000,0.000000,-0.000282,618.7506,0.0000,19.9651
PM2.5,123.825000,5.000000,0.000000,-0.000282,619.1256,0.0000,19.9651
PM2.5,123.900000,5.000000,0.000000,-0.000282,619.5006,0.0000,19.9651
PM2.5,123.975000,5.000000,0.000000,-0.000282,619.8756,0.0000,19.9651
PM2.5,124.050000,5.000000,0.000000,-0.000282,620.2506,0.0000,19.9650
PM2.5,124.125000,5.000000,0.000000,-0.000282,620.6256,0.0000,19.9650
PM2.5,124.200000,5.000000,0.000000,-0.000282,621.0006,0.0000,19.9650
PM2.5,124.275000,5.000000,0.000000,-0.000282,621.3756,0.0000,19.9650
PM2.5,124.350000,5.000000,0.000000,-0.000282,621.7506,0.0000,19.9650
PM2.5,124.425000,5.000000,0.000000,-0.000282,622.1256,0.0000,19.9649
PM2.5,124.500000,5.000000,0.000000,-0.000282,622.5006,0.0000,19.9649
PM2.5,124.575000,5.000000,0.000000,-0.000282,622.8756,0.0000,19.9649
PM2.5,124.650000,5.000000,0.000000,-0.000282,623.2506,0.0000,19.9649
PM2.5,124.725000,5.000000,0.000000,-0.000282,623.6256,0.0000,19.9649
PM2.5,124.800000,5.000000,0.000000,-0.000282,624.0006,0.0000,19.9648
PM2.5,124.875000,5.000000,0.000000,-0.000282,624.3756,0.0000,19.9648
PM2.5,124.950000,5.000000,0.000000,-0.000282,624.7506,0.0000,19.9648
PM2.5,125.025000,5.000000,0.000000,-0.000282,625.1256,0.0000,19.9648
PM2.5,125.100000,5.000000,0.000000,-0.000282,625.5006,0.0000,19.9648
PM2.5,125.175000,5.000000,0.000000,-0.000282,625.8756,0.0000,19.9647
PM2.5,125.250000,5.000000,0.000000,-0.000282,626.2506,0.0000,19.9647
PM2.5,125.325000,5.000000,0.000000,-0.000282,626.6256,0.0000,19.9647
PM2.5,125.400000,5.000000,0.000000,-0.000282,627.0006,0.0000,19.9647
PM2.5,125.475000,5.000000,0.000000,-0.000282,627.3756,0.0000,19.9646
PM2.5,125.550000,5.000000,0.000000,-0.000282,627.7506,0.0000,19.9646
PM2.5,125.625000,5.000000,0.000000,-0.000282,628.1256,0.0000,19.9646
PM2.5,125.700000,5.000000,0.000000,-0.000282,628.5006,0.0000,19.9646
PM2.5,125.775000,5.000000,0.000000,-0.000282,628.8756,0.0000,19.9646
PM2.5,125.850000,5.000000,0.000000,-0.000282,629.2506,0.0000,19.9645
PM2.5,125.925000,5.000000,0.000000,-0.000282,629.6256,0.0000,19.9645
PM2.5,126.000000,5.000000,0.000000,-0.000282,630.0006,0.0000,19.9645
PM2.5,126.075000,5.000000,0.000000,-0.000282,630.3756,0.0000,19.9645
PM2.5,126.150000,5.000000,0.000000,-0.000282,630.7506,0.0000,19.9645
PM2.5,126.225000,5.000000,0.000000,-0.000282,631.1256,0.0000,19.9644
PM2.5,126.300000,5.000000,0.000000,-0.000282,631.5006,0.0000,19.9644
PM2.5,126.375000,5.000000,0.000000,-0.000282,631.8756,0.0000,19.9644
PM2.5,126.450000,5.000000,0.000000,-0.000282,632.2506,0.0000,19.9644
PM2.5,126.525000,5.000000,0.000000,-0.000282,632.6256,0.0000,19.9643
PM2.5,126.600000,5.000000,0.000000,-0.000282,633.0006,0.0000,19.9643
PM2.5,126.675000,5.000000,0.000000,-0.000282,633.3756,0.0000,19.9643
PM2.5,126.750000,5.000000,0.000000,-0.000282,633.7506,0.0000,19.9643
PM2.5,126.825000,5.000000,0.000000,-0.000282,634.1256,0.0000,19.9643
PM2.5,126.900000,5.000000,0.000000,-0.000282,634.5006,0.0000,19.9642
PM2.5,126.975000,5.000000,0.000000,-0.000282,634.8756,0.0000,19.9642
PM2.5,127.050000,5.000000,0.000000,-0.000282,635.2506,0.0000,19.9642
PM2.5,127.125000,5.000000,0.000000,-0.000282,635.6256,0.0000,19.9642
PM2.5,127.200000,5.000000,0.000000,-0.000282,636.0006,0.0000,19.9642
PM2.5,127.275000,5.000000,0.000000,-0.000282,636.3756,0.0000,19.9641
PM2.5,127.350000,5.000000,0.000000,-0.000282,636.7506,0.0000,19.9641
PM2.5,127.425000,5.000000,0.000000,-0.000282,637.1256,0.0000,19.9641
PM2.5,127.500000,5.000000,0.000000,-0.000282,637.5006,0.0000,19.9641
PM2.5,127.575000,5.000000,0.000000,-0.000282,637.8756,0.0000,19.9641
